state.fips,county.fips,report.month.19,labor.force.19,unemployment.19,unemployment.rate.19,report.month.20,labor.force.20,unemployment.20,unemployment.rate.20,unemp.rate.diff
19,169,2019-09-01,61172,998,1.6,2020-09-01,58525,1614,2.8,1.2
20,041,2019-09-01,8859,262,3,2020-09-01,8825,367,4.2,1.2
20,115,2019-09-01,6093,149,2.4,2020-09-01,6062,220,3.6,1.2
20,137,2019-09-01,2764,50,1.8,2020-09-01,2669,81,3,1.2
20,145,2019-09-01,3004,69,2.3,2020-09-01,2809,98,3.5,1.2
21,015,2019-09-01,71669,2187,3.1,2020-09-01,66955,2879,4.3,1.2
21,031,2019-09-01,5108,200,3.9,2020-09-01,4599,234,5.1,1.2
21,061,2019-09-01,4837,189,3.9,2020-09-01,4313,220,5.1,1.2
21,101,2019-09-01,22079,742,3.4,2020-09-01,21506,996,4.6,1.2
21,155,2019-09-01,9714,339,3.5,2020-09-01,9034,424,4.7,1.2
21,163,2019-09-01,12293,520,4.2,2020-09-01,11323,606,5.4,1.2
27,039,2019-09-01,11911,282,2.4,2020-09-01,11500,419,3.6,1.2
27,057,2019-09-01,10147,330,3.3,2020-09-01,9730,434,4.5,1.2
27,157,2019-09-01,12372,298,2.4,2020-09-01,11961,432,3.6,1.2
28,061,2019-09-01,6149,402,6.5,2020-09-01,6114,471,7.7,1.2
28,079,2019-09-01,7918,437,5.5,2020-09-01,8059,536,6.7,1.2
29,017,2019-09-01,5409,162,3,2020-09-01,5044,210,4.2,1.2
29,093,2019-09-01,3471,123,3.5,2020-09-01,3509,166,4.7,1.2
29,119,2019-09-01,10695,282,2.6,2020-09-01,10619,405,3.8,1.2
29,145,2019-09-01,27218,703,2.6,2020-09-01,26780,1026,3.8,1.2
29,186,2019-09-01,9176,179,2,2020-09-01,8999,288,3.2,1.2
30,005,2019-09-01,2509,74,2.9,2020-09-01,2245,92,4.1,1.2
30,049,2019-09-01,35586,953,2.7,2020-09-01,35329,1370,3.9,1.2
30,053,2019-09-01,8132,486,6,2020-09-01,8047,578,7.2,1.2
30,055,2019-09-01,970,20,2.1,2020-09-01,908,30,3.3,1.2
30,081,2019-09-01,20279,666,3.3,2020-09-01,20286,911,4.5,1.2
31,055,2019-09-01,298502,8819,3,2020-09-01,297733,12359,4.2,1.2
32,015,2019-09-01,3232,94,2.9,2020-09-01,3164,130,4.1,1.2
36,031,2019-09-01,17045,601,3.5,2020-09-01,16401,768,4.7,1.2
38,023,2019-09-01,1417,20,1.4,2020-09-01,1327,34,2.6,1.2
39,137,2019-09-01,18548,517,2.8,2020-09-01,18481,746,4,1.2
42,027,2019-09-01,81121,2641,3.3,2020-09-01,76982,3443,4.5,1.2
46,029,2019-09-01,15494,430,2.8,2020-09-01,15663,621,4,1.2
46,075,2019-09-01,568,15,2.6,2020-09-01,579,22,3.8,1.2
46,119,2019-09-01,806,23,2.9,2020-09-01,814,33,4.1,1.2
47,013,2019-09-01,14950,599,4,2020-09-01,14764,765,5.2,1.2
47,033,2019-09-01,7093,228,3.2,2020-09-01,6845,302,4.4,1.2
47,139,2019-09-01,7670,286,3.7,2020-09-01,7579,371,4.9,1.2
48,359,2019-09-01,918,25,2.7,2020-09-01,878,34,3.9,1.2
49,005,2019-09-01,64726,1155,1.8,2020-09-01,66330,1966,3,1.2
51,169,2019-09-01,9140,260,2.8,2020-09-01,8547,344,4,1.2
55,017,2019-09-01,32891,936,2.8,2020-09-01,32750,1316,4,1.2
55,055,2019-09-01,45701,1189,2.6,2020-09-01,46025,1769,3.8,1.2
55,071,2019-09-01,40893,1156,2.8,2020-09-01,40972,1652,4,1.2
56,007,2019-09-01,8267,228,2.8,2020-09-01,7873,311,4,1.2
56,029,2019-09-01,16161,527,3.3,2020-09-01,15210,683,4.5,1.2
72,077,2019-09-01,12062,1044,8.7,2020-09-01,11684,1158,9.9,1.2
04,009,2019-09-01,15694,690,4.4,2020-09-01,15837,870,5.5,1.1
08,017,2019-09-01,1197,16,1.3,2020-09-01,1103,27,2.4,1.1
12,113,2019-09-01,83984,2230,2.7,2020-09-01,80463,3065,3.8,1.1
13,003,2019-09-01,4629,106,2.3,2020-09-01,4106,140,3.4,1.1
13,039,2019-09-01,20750,687,3.3,2020-09-01,19722,860,4.4,1.1
13,047,2019-09-01,33756,852,2.5,2020-09-01,32377,1163,3.6,1.1
13,087,2019-09-01,11461,405,3.5,2020-09-01,10891,506,4.6,1.1
13,311,2019-09-01,16503,356,2.2,2020-09-01,16096,524,3.3,1.1
19,001,2019-09-01,4268,82,1.9,2020-09-01,3862,115,3,1.1
19,015,2019-09-01,15319,284,1.9,2020-09-01,14189,426,3,1.1
19,021,2019-09-01,11939,222,1.9,2020-09-01,11531,350,3,1.1
19,027,2019-09-01,11128,202,1.8,2020-09-01,10178,300,2.9,1.1
19,055,2019-09-01,10736,200,1.9,2020-09-01,9720,289,3,1.1
19,069,2019-09-01,5736,102,1.8,2020-09-01,5165,150,2.9,1.1
19,083,2019-09-01,8166,207,2.5,2020-09-01,7428,269,3.6,1.1
19,085,2019-09-01,7469,144,1.9,2020-09-01,6934,211,3,1.1
19,089,2019-09-01,5203,101,1.9,2020-09-01,4791,143,3,1.1
19,135,2019-09-01,4145,130,3.1,2020-09-01,3819,161,4.2,1.1
19,197,2019-09-01,7147,166,2.3,2020-09-01,6559,221,3.4,1.1
20,049,2019-09-01,1198,40,3.3,2020-09-01,1192,52,4.4,1.1
20,105,2019-09-01,1734,33,1.9,2020-09-01,1717,51,3,1.1
20,141,2019-09-01,2104,33,1.6,2020-09-01,1979,54,2.7,1.1
20,147,2019-09-01,2720,55,2,2020-09-01,2647,81,3.1,1.1
20,163,2019-09-01,2590,74,2.9,2020-09-01,2533,101,4,1.1
21,001,2019-09-01,7131,317,4.4,2020-09-01,6523,359,5.5,1.1
21,051,2019-09-01,5199,336,6.5,2020-09-01,4798,363,7.6,1.1
21,143,2019-09-01,3102,119,3.8,2020-09-01,2713,133,4.9,1.1
21,199,2019-09-01,26824,1131,4.2,2020-09-01,24340,1294,5.3,1.1
21,235,2019-09-01,13699,645,4.7,2020-09-01,12937,756,5.8,1.1
22,111,2019-09-01,9144,523,5.7,2020-09-01,9562,648,6.8,1.1
27,067,2019-09-01,24429,602,2.5,2020-09-01,24156,866,3.6,1.1
27,159,2019-09-01,5860,204,3.5,2020-09-01,6007,275,4.6,1.1
28,033,2019-09-01,91572,4056,4.4,2020-09-01,92115,5058,5.5,1.1
28,043,2019-09-01,9358,493,5.3,2020-09-01,9621,616,6.4,1.1
28,161,2019-09-01,5019,272,5.4,2020-09-01,4883,319,6.5,1.1
29,009,2019-09-01,15405,447,2.9,2020-09-01,15517,619,4,1.1
29,021,2019-09-01,44469,1059,2.4,2020-09-01,43399,1501,3.5,1.1
29,069,2019-09-01,11277,468,4.2,2020-09-01,11296,599,5.3,1.1
30,043,2019-09-01,5661,162,2.9,2020-09-01,5600,225,4,1.1
31,119,2019-09-01,19791,483,2.4,2020-09-01,19628,679,3.5,1.1
32,017,2019-09-01,2189,74,3.4,2020-09-01,2033,91,4.5,1.1
36,019,2019-09-01,36488,1402,3.8,2020-09-01,36457,1772,4.9,1.1
36,121,2019-09-01,18310,609,3.3,2020-09-01,17629,770,4.4,1.1
38,015,2019-09-01,48800,888,1.8,2020-09-01,48647,1425,2.9,1.1
38,029,2019-09-01,1427,35,2.5,2020-09-01,1348,49,3.6,1.1
38,055,2019-09-01,4647,103,2.2,2020-09-01,4437,148,3.3,1.1
40,085,2019-09-01,6174,143,2.3,2020-09-01,6234,214,3.4,1.1
40,119,2019-09-01,37600,1040,2.8,2020-09-01,38900,1532,3.9,1.1
46,047,2019-09-01,2964,119,4,2020-09-01,2996,152,5.1,1.1
46,103,2019-09-01,57324,1828,3.2,2020-09-01,55945,2411,4.3,1.1
47,023,2019-09-01,8658,290,3.3,2020-09-01,8372,369,4.4,1.1
47,045,2019-09-01,16647,784,4.7,2020-09-01,16505,965,5.8,1.1
47,049,2019-09-01,7617,300,3.9,2020-09-01,7434,369,5,1.1
47,129,2019-09-01,7960,295,3.7,2020-09-01,7832,379,4.8,1.1
47,145,2019-09-01,23631,881,3.7,2020-09-01,23284,1119,4.8,1.1
48,443,2019-09-01,377,17,4.5,2020-09-01,359,20,5.6,1.1
49,027,2019-09-01,5946,131,2.2,2020-09-01,6000,200,3.3,1.1
49,029,2019-09-01,5579,114,2,2020-09-01,5749,176,3.1,1.1
50,017,2019-09-01,15800,335,2.1,2020-09-01,15309,493,3.2,1.1
54,023,2019-09-01,6030,286,4.7,2020-09-01,5787,337,5.8,1.1
54,071,2019-09-01,3786,119,3.1,2020-09-01,3637,153,4.2,1.1
55,027,2019-09-01,47676,1221,2.6,2020-09-01,47084,1725,3.7,1.1
55,073,2019-09-01,73060,1779,2.4,2020-09-01,73786,2582,3.5,1.1
12,029,2019-09-01,6088,206,3.4,2020-09-01,5822,254,4.4,1
12,125,2019-09-01,4766,127,2.7,2020-09-01,4504,167,3.7,1
12,129,2019-09-01,15188,399,2.6,2020-09-01,14137,507,3.6,1
13,145,2019-09-01,16561,459,2.8,2020-09-01,15360,580,3.8,1
13,201,2019-09-01,2742,82,3,2020-09-01,2572,102,4,1
13,213,2019-09-01,15480,694,4.5,2020-09-01,14564,808,5.5,1
13,253,2019-09-01,3048,116,3.8,2020-09-01,2926,140,4.8,1
13,265,2019-09-01,567,30,5.3,2020-09-01,553,35,6.3,1
13,281,2019-09-01,3967,166,4.2,2020-09-01,3592,187,5.2,1
13,291,2019-09-01,10285,265,2.6,2020-09-01,9896,354,3.6,1
13,307,2019-09-01,1011,46,4.5,2020-09-01,986,54,5.5,1
17,067,2019-09-01,8477,386,4.6,2020-09-01,8338,466,5.6,1
17,071,2019-09-01,3620,153,4.2,2020-09-01,3591,185,5.2,1
18,027,2019-09-01,16593,350,2.1,2020-09-01,16431,511,3.1,1
18,087,2019-09-01,19826,448,2.3,2020-09-01,19166,640,3.3,1
19,053,2019-09-01,4530,82,1.8,2020-09-01,4071,112,2.8,1
19,075,2019-09-01,6646,161,2.4,2020-09-01,6050,207,3.4,1
19,107,2019-09-01,5268,156,3,2020-09-01,4852,195,4,1
19,115,2019-09-01,6160,165,2.7,2020-09-01,5774,213,3.7,1
19,129,2019-09-01,7520,153,2,2020-09-01,6994,213,3,1
19,133,2019-09-01,4497,113,2.5,2020-09-01,3982,138,3.5,1
19,141,2019-09-01,8387,152,1.8,2020-09-01,7705,213,2.8,1
19,151,2019-09-01,4924,72,1.5,2020-09-01,4483,113,2.5,1
19,165,2019-09-01,6770,119,1.8,2020-09-01,6172,171,2.8,1
19,183,2019-09-01,12243,242,2,2020-09-01,11231,337,3,1
20,047,2019-09-01,1513,33,2.2,2020-09-01,1482,48,3.2,1
20,051,2019-09-01,17184,318,1.9,2020-09-01,17231,504,2.9,1
20,055,2019-09-01,20725,425,2.1,2020-09-01,20713,647,3.1,1
20,197,2019-09-01,3680,94,2.6,2020-09-01,3540,126,3.6,1
21,187,2019-09-01,5202,197,3.8,2020-09-01,4826,232,4.8,1
21,205,2019-09-01,10468,468,4.5,2020-09-01,9404,518,5.5,1
22,069,2019-09-01,16861,1053,6.2,2020-09-01,15958,1146,7.2,1
22,083,2019-09-01,8286,520,6.3,2020-09-01,8276,608,7.3,1
22,115,2019-09-01,16162,977,6,2020-09-01,15673,1098,7,1
27,015,2019-09-01,14443,359,2.5,2020-09-01,14311,505,3.5,1
27,041,2019-09-01,21057,480,2.3,2020-09-01,21105,689,3.3,1
27,091,2019-09-01,9960,292,2.9,2020-09-01,9950,384,3.9,1
27,093,2019-09-01,13328,333,2.5,2020-09-01,13143,465,3.5,1
27,105,2019-09-01,11349,295,2.6,2020-09-01,11381,408,3.6,1
27,113,2019-09-01,8596,200,2.3,2020-09-01,8406,275,3.3,1
27,153,2019-09-01,13494,348,2.6,2020-09-01,13541,484,3.6,1
28,011,2019-09-01,12197,820,6.7,2020-09-01,11976,926,7.7,1
28,023,2019-09-01,5889,365,6.2,2020-09-01,5871,425,7.2,1
28,115,2019-09-01,14859,658,4.4,2020-09-01,15065,812,5.4,1
29,019,2019-09-01,99063,1841,1.9,2020-09-01,96116,2795,2.9,1
29,031,2019-09-01,40816,1023,2.5,2020-09-01,37393,1314,3.5,1
29,051,2019-09-01,38934,759,1.9,2020-09-01,38531,1123,2.9,1
29,177,2019-09-01,10984,297,2.7,2020-09-01,10636,389,3.7,1
29,227,2019-09-01,1137,23,2,2020-09-01,1160,35,3,1
30,041,2019-09-01,7678,257,3.3,2020-09-01,7457,318,4.3,1
36,017,2019-09-01,22104,820,3.7,2020-09-01,21444,998,4.7,1
36,023,2019-09-01,22996,907,3.9,2020-09-01,22541,1113,4.9,1
36,033,2019-09-01,19788,803,4.1,2020-09-01,19501,992,5.1,1
36,053,2019-09-01,32947,1299,3.9,2020-09-01,31197,1543,4.9,1
36,123,2019-09-01,12014,378,3.1,2020-09-01,11337,470,4.1,1
38,083,2019-09-01,671,19,2.8,2020-09-01,631,24,3.8,1
40,053,2019-09-01,2616,50,1.9,2020-09-01,2668,77,2.9,1
42,067,2019-09-01,12750,482,3.8,2020-09-01,12180,585,4.8,1
46,081,2019-09-01,13649,409,3,2020-09-01,13703,549,4,1
46,099,2019-09-01,112380,2963,2.6,2020-09-01,111731,4007,3.6,1
46,135,2019-09-01,11776,324,2.8,2020-09-01,11891,452,3.8,1
47,007,2019-09-01,4426,208,4.7,2020-09-01,4351,250,5.7,1
47,133,2019-09-01,10179,323,3.2,2020-09-01,10100,427,4.2,1
47,181,2019-09-01,6253,249,4,2020-09-01,6066,305,5,1
47,183,2019-09-01,16256,561,3.5,2020-09-01,15527,704,4.5,1
48,155,2019-09-01,593,20,3.4,2020-09-01,568,25,4.4,1
48,421,2019-09-01,1385,31,2.2,2020-09-01,1314,42,3.2,1
49,023,2019-09-01,5762,111,1.9,2020-09-01,5848,171,2.9,1
50,001,2019-09-01,20394,464,2.3,2020-09-01,19526,647,3.3,1
55,043,2019-09-01,27568,708,2.6,2020-09-01,26607,965,3.6,1
55,045,2019-09-01,20872,466,2.2,2020-09-01,20919,678,3.2,1
55,069,2019-09-01,14914,414,2.8,2020-09-01,14989,563,3.8,1
55,083,2019-09-01,20393,566,2.8,2020-09-01,20575,792,3.8,1
55,123,2019-09-01,15103,374,2.5,2020-09-01,14946,519,3.5,1
55,135,2019-09-01,25919,727,2.8,2020-09-01,25566,966,3.8,1
56,027,2019-09-01,1276,31,2.4,2020-09-01,1308,45,3.4,1
56,031,2019-09-01,4639,150,3.2,2020-09-01,4913,204,4.2,1
56,033,2019-09-01,15715,468,3,2020-09-01,16106,649,4,1
56,045,2019-09-01,3822,99,2.6,2020-09-01,3878,140,3.6,1
08,063,2019-09-01,4455,69,1.5,2020-09-01,3906,94,2.4,0.9
12,059,2019-09-01,7139,232,3.2,2020-09-01,6792,281,4.1,0.9
13,073,2019-09-01,75007,2020,2.7,2020-09-01,69589,2534,3.6,0.9
13,131,2019-09-01,10366,322,3.1,2020-09-01,9841,393,4,0.9
13,155,2019-09-01,3348,138,4.1,2020-09-01,3267,162,5,0.9
13,187,2019-09-01,16934,452,2.7,2020-09-01,15904,575,3.6,0.9
13,197,2019-09-01,3290,126,3.8,2020-09-01,3043,142,4.7,0.9
13,321,2019-09-01,8982,355,4,2020-09-01,8252,403,4.9,0.9
17,009,2019-09-01,3035,70,2.3,2020-09-01,2928,95,3.2,0.9
17,109,2019-09-01,14016,722,5.2,2020-09-01,13682,833,6.1,0.9
17,171,2019-09-01,2533,93,3.7,2020-09-01,2545,116,4.6,0.9
19,009,2019-09-01,3103,65,2.1,2020-09-01,2809,83,3,0.9
19,017,2019-09-01,14188,284,2,2020-09-01,12973,377,2.9,0.9
19,029,2019-09-01,6967,156,2.2,2020-09-01,6395,199,3.1,0.9
19,067,2019-09-01,8760,342,3.9,2020-09-01,7850,373,4.8,0.9
19,179,2019-09-01,18277,793,4.3,2020-09-01,16878,885,5.2,0.9
20,053,2019-09-01,2780,65,2.3,2020-09-01,2684,85,3.2,0.9
20,119,2019-09-01,2265,42,1.9,2020-09-01,2177,61,2.8,0.9
20,129,2019-09-01,1182,33,2.8,2020-09-01,1142,42,3.7,0.9
20,153,2019-09-01,1594,28,1.8,2020-09-01,1553,42,2.7,0.9
20,181,2019-09-01,2889,69,2.4,2020-09-01,2847,95,3.3,0.9
21,089,2019-09-01,13458,807,6,2020-09-01,12708,882,6.9,0.9
21,157,2019-09-01,15293,566,3.7,2020-09-01,13970,648,4.6,0.9
21,165,2019-09-01,2314,129,5.6,2020-09-01,2137,138,6.5,0.9
21,175,2019-09-01,4557,195,4.3,2020-09-01,4260,220,5.2,0.9
21,183,2019-09-01,9836,438,4.5,2020-09-01,9303,498,5.4,0.9
21,209,2019-09-01,29382,936,3.2,2020-09-01,27395,1136,4.1,0.9
21,233,2019-09-01,5730,202,3.5,2020-09-01,5299,234,4.4,0.9
22,081,2019-09-01,3788,197,5.2,2020-09-01,3772,229,6.1,0.9
22,127,2019-09-01,4948,309,6.2,2020-09-01,4821,341,7.1,0.9
27,029,2019-09-01,4433,181,4.1,2020-09-01,4209,211,5,0.9
27,083,2019-09-01,14593,348,2.4,2020-09-01,14357,468,3.3,0.9
27,097,2019-09-01,17328,511,2.9,2020-09-01,17229,659,3.8,0.9
27,111,2019-09-01,31582,806,2.6,2020-09-01,30767,1089,3.5,0.9
27,129,2019-09-01,8644,253,2.9,2020-09-01,8279,311,3.8,0.9
28,009,2019-09-01,3068,197,6.4,2020-09-01,3077,225,7.3,0.9
28,013,2019-09-01,5641,306,5.4,2020-09-01,5419,342,6.3,0.9
28,067,2019-09-01,26211,1406,5.4,2020-09-01,26059,1637,6.3,0.9
28,075,2019-09-01,30335,1656,5.5,2020-09-01,30183,1928,6.4,0.9
28,077,2019-09-01,4615,306,6.6,2020-09-01,4669,350,7.5,0.9
28,099,2019-09-01,10291,613,6,2020-09-01,9994,686,6.9,0.9
28,101,2019-09-01,8858,472,5.3,2020-09-01,8735,540,6.2,0.9
28,127,2019-09-01,10728,538,5,2020-09-01,10882,639,5.9,0.9
28,145,2019-09-01,14312,604,4.2,2020-09-01,14440,736,5.1,0.9
29,043,2019-09-01,45135,971,2.2,2020-09-01,43813,1361,3.1,0.9
29,073,2019-09-01,7694,177,2.3,2020-09-01,7573,246,3.2,0.9
29,083,2019-09-01,9638,264,2.7,2020-09-01,9622,351,3.6,0.9
29,109,2019-09-01,17910,477,2.7,2020-09-01,17861,651,3.6,0.9
29,175,2019-09-01,10401,330,3.2,2020-09-01,10254,416,4.1,0.9
30,015,2019-09-01,2460,60,2.4,2020-09-01,2439,81,3.3,0.9
30,057,2019-09-01,4455,124,2.8,2020-09-01,4236,157,3.7,0.9
31,013,2019-09-01,5381,160,3,2020-09-01,5327,209,3.9,0.9
31,167,2019-09-01,3491,76,2.2,2020-09-01,3467,106,3.1,0.9
32,027,2019-09-01,2631,91,3.5,2020-09-01,2440,107,4.4,0.9
36,051,2019-09-01,30866,1142,3.7,2020-09-01,29156,1342,4.6,0.9
36,095,2019-09-01,14637,557,3.8,2020-09-01,14082,665,4.7,0.9
38,033,2019-09-01,825,13,1.6,2020-09-01,800,20,2.5,0.9
38,049,2019-09-01,3034,68,2.2,2020-09-01,2903,90,3.1,0.9
38,071,2019-09-01,5558,117,2.1,2020-09-01,5211,158,3,0.9
38,093,2019-09-01,10144,173,1.7,2020-09-01,9790,254,2.6,0.9
40,003,2019-09-01,2831,61,2.2,2020-09-01,2796,88,3.1,0.9
40,035,2019-09-01,5915,206,3.5,2020-09-01,5913,260,4.4,0.9
40,127,2019-09-01,4269,200,4.7,2020-09-01,4371,246,5.6,0.9
46,033,2019-09-01,4036,153,3.8,2020-09-01,3961,185,4.7,0.9
46,095,2019-09-01,736,34,4.6,2020-09-01,741,41,5.5,0.9
47,017,2019-09-01,12160,520,4.3,2020-09-01,11973,624,5.2,0.9
47,085,2019-09-01,9085,333,3.7,2020-09-01,8762,407,4.6,0.9
48,101,2019-09-01,540,23,4.3,2020-09-01,503,26,5.2,0.9
51,091,2019-09-01,1205,30,2.5,2020-09-01,1131,39,3.4,0.9
55,033,2019-09-01,23826,633,2.7,2020-09-01,23021,825,3.6,0.9
55,039,2019-09-01,57372,1491,2.6,2020-09-01,58490,2031,3.5,0.9
55,047,2019-09-01,9553,290,3,2020-09-01,9028,356,3.9,0.9
55,139,2019-09-01,91009,2453,2.7,2020-09-01,93164,3325,3.6,0.9
56,011,2019-09-01,3884,106,2.7,2020-09-01,3923,142,3.6,0.9
72,091,2019-09-01,11224,917,8.2,2020-09-01,10969,1001,9.1,0.9
08,095,2019-09-01,2710,34,1.3,2020-09-01,2375,50,2.1,0.8
12,041,2019-09-01,7342,224,3.1,2020-09-01,6957,269,3.9,0.8
13,065,2019-09-01,2489,90,3.6,2020-09-01,2381,105,4.4,0.8
13,235,2019-09-01,4047,128,3.2,2020-09-01,3724,149,4,0.8
19,005,2019-09-01,7492,169,2.3,2020-09-01,6802,213,3.1,0.8
19,023,2019-09-01,8076,196,2.4,2020-09-01,7348,235,3.2,0.8
19,159,2019-09-01,2514,59,2.3,2020-09-01,2246,70,3.1,0.8
19,173,2019-09-01,3231,58,1.8,2020-09-01,2948,78,2.6,0.8
19,177,2019-09-01,3381,98,2.9,2020-09-01,3409,126,3.7,0.8
20,007,2019-09-01,2392,55,2.3,2020-09-01,2321,71,3.1,0.8
20,123,2019-09-01,3340,65,1.9,2020-09-01,3317,89,2.7,0.8
20,167,2019-09-01,3260,87,2.7,2020-09-01,3215,113,3.5,0.8
20,195,2019-09-01,1461,32,2.2,2020-09-01,1445,44,3,0.8
21,011,2019-09-01,4580,234,5.1,2020-09-01,4283,252,5.9,0.8
21,045,2019-09-01,6658,262,3.9,2020-09-01,6089,284,4.7,0.8
21,057,2019-09-01,3206,97,3,2020-09-01,2991,113,3.8,0.8
21,083,2019-09-01,15754,647,4.1,2020-09-01,14241,704,4.9,0.8
21,103,2019-09-01,8238,259,3.1,2020-09-01,7735,302,3.9,0.8
21,123,2019-09-01,5945,241,4.1,2020-09-01,5509,269,4.9,0.8
21,125,2019-09-01,24618,1129,4.6,2020-09-01,23219,1256,5.4,0.8
21,149,2019-09-01,4213,160,3.8,2020-09-01,3941,180,4.6,0.8
27,027,2019-09-01,36460,875,2.4,2020-09-01,36055,1144,3.2,0.8
27,063,2019-09-01,5724,134,2.3,2020-09-01,5708,179,3.1,0.8
27,135,2019-09-01,7793,207,2.7,2020-09-01,7782,269,3.5,0.8
28,105,2019-09-01,23094,1278,5.5,2020-09-01,22972,1452,6.3,0.8
29,003,2019-09-01,9679,195,2,2020-09-01,9461,263,2.8,0.8
29,023,2019-09-01,17983,600,3.3,2020-09-01,17890,733,4.1,0.8
29,045,2019-09-01,3137,74,2.4,2020-09-01,3132,101,3.2,0.8
29,101,2019-09-01,23254,661,2.8,2020-09-01,23382,831,3.6,0.8
29,127,2019-09-01,14545,342,2.4,2020-09-01,14408,466,3.2,0.8
29,201,2019-09-01,19765,574,2.9,2020-09-01,19314,720,3.7,0.8
30,071,2019-09-01,1902,53,2.8,2020-09-01,1849,67,3.6,0.8
30,087,2019-09-01,3831,162,4.2,2020-09-01,3623,180,5,0.8
31,139,2019-09-01,4059,100,2.5,2020-09-01,4028,132,3.3,0.8
32,009,2019-09-01,475,18,3.8,2020-09-01,435,20,4.6,0.8
36,003,2019-09-01,19825,894,4.5,2020-09-01,18689,987,5.3,0.8
36,025,2019-09-01,19222,760,4,2020-09-01,18838,911,4.8,0.8
38,019,2019-09-01,1914,36,1.9,2020-09-01,1801,49,2.7,0.8
38,047,2019-09-01,871,13,1.5,2020-09-01,838,19,2.3,0.8
40,021,2019-09-01,18836,701,3.7,2020-09-01,19211,865,4.5,0.8
40,089,2019-09-01,14648,751,5.1,2020-09-01,15266,899,5.9,0.8
40,115,2019-09-01,14048,443,3.2,2020-09-01,14717,591,4,0.8
45,081,2019-09-01,8718,173,2,2020-09-01,8671,246,2.8,0.8
46,039,2019-09-01,2196,79,3.6,2020-09-01,2212,97,4.4,0.8
46,102,2019-09-01,3524,336,9.5,2020-09-01,3543,364,10.3,0.8
48,369,2019-09-01,4873,105,2.2,2020-09-01,4607,139,3,0.8
53,019,2019-09-01,2437,211,8.7,2020-09-01,2464,233,9.5,0.8
54,057,2019-09-01,12916,762,5.9,2020-09-01,12056,808,6.7,0.8
55,005,2019-09-01,24237,705,2.9,2020-09-01,23704,881,3.7,0.8
55,065,2019-09-01,10023,205,2,2020-09-01,9811,276,2.8,0.8
55,137,2019-09-01,11156,353,3.2,2020-09-01,11225,454,4,0.8
02,170,2019-09-01,46102,2833,6.1,2020-09-01,45008,3052,6.8,0.7
02,275,2019-09-01,1010,61,6,2020-09-01,923,62,6.7,0.7
04,012,2019-09-01,9465,517,5.5,2020-09-01,9589,598,6.2,0.7
08,061,2019-09-01,1005,12,1.2,2020-09-01,930,18,1.9,0.7
12,027,2019-09-01,13864,461,3.3,2020-09-01,14316,568,4,0.7
12,045,2019-09-01,5852,227,3.9,2020-09-01,5564,257,4.6,0.7
13,123,2019-09-01,12011,359,3,2020-09-01,11041,404,3.7,0.7
19,007,2019-09-01,5778,211,3.7,2020-09-01,5499,240,4.4,0.7
19,037,2019-09-01,6594,153,2.3,2020-09-01,6140,186,3,0.7
19,071,2019-09-01,3744,82,2.2,2020-09-01,3406,99,2.9,0.7
19,091,2019-09-01,5223,120,2.3,2020-09-01,4691,142,3,0.7
19,109,2019-09-01,8496,174,2,2020-09-01,7775,212,2.7,0.7
19,119,2019-09-01,7142,88,1.2,2020-09-01,6356,120,1.9,0.7
19,131,2019-09-01,7116,102,1.4,2020-09-01,6595,141,2.1,0.7
19,161,2019-09-01,5358,101,1.9,2020-09-01,4895,129,2.6,0.7
20,171,2019-09-01,2965,47,1.6,2020-09-01,2824,64,2.3,0.7
20,193,2019-09-01,4391,82,1.9,2020-09-01,4251,110,2.6,0.7
21,023,2019-09-01,3810,145,3.8,2020-09-01,3567,161,4.5,0.7
21,029,2019-09-01,43172,1607,3.7,2020-09-01,40144,1771,4.4,0.7
21,033,2019-09-01,5428,247,4.6,2020-09-01,5033,265,5.3,0.7
21,079,2019-09-01,7698,321,4.2,2020-09-01,7009,344,4.9,0.7
21,191,2019-09-01,6999,219,3.1,2020-09-01,6538,251,3.8,0.7
21,207,2019-09-01,6237,304,4.9,2020-09-01,5717,318,5.6,0.7
22,027,2019-09-01,5840,337,5.8,2020-09-01,5733,372,6.5,0.7
22,041,2019-09-01,7532,545,7.2,2020-09-01,7460,590,7.9,0.7
22,079,2019-09-01,55265,2909,5.3,2020-09-01,55644,3335,6,0.7
27,023,2019-09-01,6942,186,2.7,2020-09-01,6790,229,3.4,0.7
27,073,2019-09-01,3538,83,2.3,2020-09-01,3514,107,3,0.7
28,041,2019-09-01,4338,328,7.6,2020-09-01,4229,353,8.3,0.7
28,085,2019-09-01,14603,781,5.3,2020-09-01,14681,876,6,0.7
28,117,2019-09-01,11340,544,4.8,2020-09-01,11252,621,5.5,0.7
28,155,2019-09-01,4007,218,5.4,2020-09-01,3966,243,6.1,0.7
29,015,2019-09-01,7226,359,5,2020-09-01,7222,409,5.7,0.7
29,025,2019-09-01,4304,98,2.3,2020-09-01,4215,125,3,0.7
29,033,2019-09-01,4624,112,2.4,2020-09-01,4581,142,3.1,0.7
29,053,2019-09-01,7507,189,2.5,2020-09-01,7247,233,3.2,0.7
29,131,2019-09-01,12398,312,2.5,2020-09-01,12128,393,3.2,0.7
29,139,2019-09-01,5716,126,2.2,2020-09-01,5637,165,2.9,0.7
29,143,2019-09-01,8064,280,3.5,2020-09-01,8320,350,4.2,0.7
