state.fips,county.fips,report.month.19,labor.force.19,unemployment.19,unemployment.rate.19,report.month.20,labor.force.20,unemployment.20,unemployment.rate.20,unemp.rate.diff
12,101,2019-09-01,241597,7823,3.2,2020-09-01,233823,13968,6,2.8
17,127,2019-09-01,5675,293,5.2,2020-09-01,5515,442,8,2.8
17,157,2019-09-01,14318,443,3.1,2020-09-01,14047,835,5.9,2.8
17,159,2019-09-01,7253,268,3.7,2020-09-01,7106,461,6.5,2.8
18,157,2019-09-01,98964,2381,2.4,2020-09-01,95838,4962,5.2,2.8
18,167,2019-09-01,48246,1735,3.6,2020-09-01,46825,2995,6.4,2.8
19,163,2019-09-01,91467,2860,3.1,2020-09-01,83490,4940,5.9,2.8
20,207,2019-09-01,1575,55,3.5,2020-09-01,1519,95,6.3,2.8
21,071,2019-09-01,10968,625,5.7,2020-09-01,9925,845,8.5,2.8
21,195,2019-09-01,19914,974,4.9,2020-09-01,17220,1319,7.7,2.8
22,033,2019-09-01,229560,10681,4.7,2020-09-01,232191,17418,7.5,2.8
22,109,2019-09-01,46873,2213,4.7,2020-09-01,47321,3538,7.5,2.8
23,007,2019-09-01,13885,436,3.1,2020-09-01,13752,809,5.9,2.8
23,013,2019-09-01,20078,423,2.1,2020-09-01,19618,961,4.9,2.8
24,021,2019-09-01,135504,3969,2.9,2020-09-01,127752,7323,5.7,2.8
26,041,2019-09-01,17192,608,3.5,2020-09-01,17762,1126,6.3,2.8
27,139,2019-09-01,84421,2018,2.4,2020-09-01,82129,4286,5.2,2.8
28,017,2019-09-01,6913,387,5.6,2020-09-01,7084,598,8.4,2.8
28,049,2019-09-01,106949,5545,5.2,2020-09-01,111078,8896,8,2.8
28,063,2019-09-01,2022,304,15,2020-09-01,1986,354,17.8,2.8
35,007,2019-09-01,5225,247,4.7,2020-09-01,5145,384,7.5,2.8
36,029,2019-09-01,442364,17250,3.9,2020-09-01,434797,29063,6.7,2.8
36,103,2019-09-01,776821,26618,3.4,2020-09-01,754279,46431,6.2,2.8
37,049,2019-09-01,42152,1497,3.6,2020-09-01,40404,2592,6.4,2.8
37,107,2019-09-01,27903,948,3.4,2020-09-01,28578,1765,6.2,2.8
37,169,2019-09-01,22001,688,3.1,2020-09-01,20970,1238,5.9,2.8
37,177,2019-09-01,1518,73,4.8,2020-09-01,1412,107,7.6,2.8
38,101,2019-09-01,31367,605,1.9,2020-09-01,30150,1431,4.7,2.8
39,059,2019-09-01,18450,880,4.8,2020-09-01,18558,1405,7.6,2.8
39,071,2019-09-01,16876,813,4.8,2020-09-01,17004,1296,7.6,2.8
39,089,2019-09-01,90693,3285,3.6,2020-09-01,88035,5655,6.4,2.8
39,117,2019-09-01,16776,603,3.6,2020-09-01,16304,1037,6.4,2.8
45,047,2019-09-01,31096,704,2.3,2020-09-01,31723,1626,5.1,2.8
47,165,2019-09-01,104275,2636,2.5,2020-09-01,101475,5394,5.3,2.8
47,189,2019-09-01,78064,1962,2.5,2020-09-01,75798,3984,5.3,2.8
48,143,2019-09-01,20705,669,3.2,2020-09-01,20385,1218,6,2.8
48,225,2019-09-01,10453,313,3,2020-09-01,9956,581,5.8,2.8
48,265,2019-09-01,22208,655,2.9,2020-09-01,22051,1255,5.7,2.8
48,299,2019-09-01,8796,293,3.3,2020-09-01,8644,526,6.1,2.8
48,503,2019-09-01,8083,235,2.9,2020-09-01,7867,452,5.7,2.8
49,017,2019-09-01,3031,87,2.9,2020-09-01,2962,170,5.7,2.8
51,001,2019-09-01,16605,483,2.9,2020-09-01,16001,905,5.7,2.8
51,027,2019-09-01,6638,389,5.9,2020-09-01,6281,548,8.7,2.8
51,640,2019-09-01,2924,90,3.1,2020-09-01,2853,167,5.9,2.8
53,065,2019-09-01,18782,944,5,2020-09-01,17812,1395,7.8,2.8
53,077,2019-09-01,139342,6137,4.4,2020-09-01,140742,10106,7.2,2.8
54,079,2019-09-01,27102,1025,3.8,2020-09-01,26761,1763,6.6,2.8
54,089,2019-09-01,4435,201,4.5,2020-09-01,4084,297,7.3,2.8
55,057,2019-09-01,13434,337,2.5,2020-09-01,13588,721,5.3,2.8
01,023,2019-09-01,4547,198,4.4,2020-09-01,4688,331,7.1,2.7
01,037,2019-09-01,4562,113,2.5,2020-09-01,4795,249,5.2,2.7
01,113,2019-09-01,23626,591,2.5,2020-09-01,23007,1185,5.2,2.7
05,089,2019-09-01,6739,262,3.9,2020-09-01,6528,431,6.6,2.7
05,135,2019-09-01,5782,268,4.6,2020-09-01,5679,412,7.3,2.7
06,021,2019-09-01,13214,609,4.6,2020-09-01,12654,923,7.3,2.7
08,105,2019-09-01,5638,191,3.4,2020-09-01,5114,312,6.1,2.7
12,031,2019-09-01,499809,15194,3,2020-09-01,487251,27818,5.7,2.7
12,035,2019-09-01,47459,1668,3.5,2020-09-01,45902,2845,6.2,2.7
12,053,2019-09-01,72983,2831,3.9,2020-09-01,70615,4656,6.6,2.7
12,115,2019-09-01,189659,5410,2.9,2020-09-01,182102,10131,5.6,2.7
13,045,2019-09-01,55450,1673,3,2020-09-01,52909,2996,5.7,2.7
13,059,2019-09-01,59053,1878,3.2,2020-09-01,56547,3343,5.9,2.7
13,107,2019-09-01,8305,416,5,2020-09-01,7992,613,7.7,2.7
13,269,2019-09-01,3138,105,3.3,2020-09-01,2781,168,6,2.7
16,069,2019-09-01,20903,457,2.2,2020-09-01,20530,1013,4.9,2.7
17,049,2019-09-01,19330,551,2.9,2020-09-01,19222,1070,5.6,2.7
17,123,2019-09-01,5333,217,4.1,2020-09-01,4999,340,6.8,2.7
17,141,2019-09-01,24922,1040,4.2,2020-09-01,24390,1695,6.9,2.7
17,177,2019-09-01,21847,897,4.1,2020-09-01,21968,1499,6.8,2.7
18,013,2019-09-01,7719,185,2.4,2020-09-01,7719,392,5.1,2.7
18,115,2019-09-01,3194,96,3,2020-09-01,3105,178,5.7,2.7
19,153,2019-09-01,275103,6765,2.5,2020-09-01,253312,13054,5.2,2.7
20,077,2019-09-01,2844,64,2.3,2020-09-01,2651,132,5,2.7
20,177,2019-09-01,89127,2554,2.9,2020-09-01,87864,4936,5.6,2.7
23,027,2019-09-01,20539,467,2.3,2020-09-01,20382,1011,5,2.7
23,029,2019-09-01,13113,441,3.4,2020-09-01,13147,800,6.1,2.7
24,027,2019-09-01,189509,4804,2.5,2020-09-01,175630,9054,5.2,2.7
24,039,2019-09-01,9092,484,5.3,2020-09-01,8369,667,8,2.7
26,019,2019-09-01,8851,304,3.4,2020-09-01,9310,565,6.1,2.7
26,033,2019-09-01,16045,636,4,2020-09-01,16526,1113,6.7,2.7
26,047,2019-09-01,17872,584,3.3,2020-09-01,18785,1130,6,2.7
26,057,2019-09-01,17761,606,3.4,2020-09-01,18508,1133,6.1,2.7
26,113,2019-09-01,6970,245,3.5,2020-09-01,7332,455,6.2,2.7
27,137,2019-09-01,101910,3157,3.1,2020-09-01,97170,5661,5.8,2.7
33,013,2019-09-01,83562,1742,2.1,2020-09-01,79993,3840,4.8,2.7
34,009,2019-09-01,48624,2038,4.2,2020-09-01,42138,2923,6.9,2.7
34,025,2019-09-01,329152,9815,3,2020-09-01,314884,17946,5.7,2.7
35,041,2019-09-01,7999,346,4.3,2020-09-01,7710,538,7,2.7
36,071,2019-09-01,185148,6898,3.7,2020-09-01,176509,11320,6.4,2.7
37,191,2019-09-01,51747,1895,3.7,2020-09-01,49544,3171,6.4,2.7
38,025,2019-09-01,3217,44,1.4,2020-09-01,3261,133,4.1,2.7
39,073,2019-09-01,13054,513,3.9,2020-09-01,12620,836,6.6,2.7
39,157,2019-09-01,44797,1776,4,2020-09-01,44867,3012,6.7,2.7
39,165,2019-09-01,119810,4166,3.5,2020-09-01,117916,7353,6.2,2.7
40,023,2019-09-01,5421,229,4.2,2020-09-01,5570,382,6.9,2.7
40,049,2019-09-01,12350,375,3,2020-09-01,12808,728,5.7,2.7
40,055,2019-09-01,1836,68,3.7,2020-09-01,1908,122,6.4,2.7
41,003,2019-09-01,47015,1318,2.8,2020-09-01,45281,2480,5.5,2.7
41,027,2019-09-01,15474,350,2.3,2020-09-01,14531,731,5,2.7
42,019,2019-09-01,100048,3474,3.5,2020-09-01,95977,5925,6.2,2.7
42,065,2019-09-01,20554,850,4.1,2020-09-01,19840,1345,6.8,2.7
42,075,2019-09-01,72909,2800,3.8,2020-09-01,71710,4694,6.5,2.7
42,121,2019-09-01,22287,999,4.5,2020-09-01,21574,1564,7.2,2.7
45,025,2019-09-01,21738,446,2.1,2020-09-01,22193,1059,4.8,2.7
45,031,2019-09-01,30267,777,2.6,2020-09-01,31218,1665,5.3,2.7
47,121,2019-09-01,5251,205,3.9,2020-09-01,5285,349,6.6,2.7
48,041,2019-09-01,120591,3146,2.6,2020-09-01,123128,6553,5.3,2.7
48,189,2019-09-01,12070,508,4.2,2020-09-01,11700,809,6.9,2.7
48,305,2019-09-01,2787,85,3,2020-09-01,2736,157,5.7,2.7
48,387,2019-09-01,5148,229,4.4,2020-09-01,4976,354,7.1,2.7
49,053,2019-09-01,77038,1929,2.5,2020-09-01,79788,4182,5.2,2.7
51,003,2019-09-01,58797,1353,2.3,2020-09-01,55954,2775,5,2.7
51,013,2019-09-01,156199,2811,1.8,2020-09-01,149341,6712,4.5,2.7
51,065,2019-09-01,14293,301,2.1,2020-09-01,13606,648,4.8,2.7
51,073,2019-09-01,19714,468,2.4,2020-09-01,18953,968,5.1,2.7
51,083,2019-09-01,15690,583,3.7,2020-09-01,15395,980,6.4,2.7
51,097,2019-09-01,3828,99,2.6,2020-09-01,3748,198,5.3,2.7
51,139,2019-09-01,12094,338,2.8,2020-09-01,11727,650,5.5,2.7
51,141,2019-09-01,7208,226,3.1,2020-09-01,6976,407,5.8,2.7
51,187,2019-09-01,20622,541,2.6,2020-09-01,19717,1047,5.3,2.7
53,007,2019-09-01,46573,1599,3.4,2020-09-01,47331,2871,6.1,2.7
53,051,2019-09-01,5036,342,6.8,2020-09-01,4791,456,9.5,2.7
56,041,2019-09-01,8969,329,3.7,2020-09-01,9088,578,6.4,2.7
72,087,2019-09-01,8277,669,8.1,2020-09-01,8158,883,10.8,2.7
01,103,2019-09-01,58212,1253,2.2,2020-09-01,57205,2727,4.8,2.6
04,015,2019-09-01,88269,4881,5.5,2020-09-01,86898,7048,8.1,2.6
05,005,2019-09-01,16339,594,3.6,2020-09-01,15894,992,6.2,2.6
05,011,2019-09-01,4527,159,3.5,2020-09-01,4352,264,6.1,2.6
05,071,2019-09-01,10236,414,4,2020-09-01,9946,653,6.6,2.6
05,079,2019-09-01,3954,158,4,2020-09-01,3764,250,6.6,2.6
05,145,2019-09-01,33834,1359,4,2020-09-01,32907,2169,6.6,2.6
08,035,2019-09-01,198361,4233,2.1,2020-09-01,196556,9271,4.7,2.6
08,043,2019-09-01,15275,592,3.9,2020-09-01,14802,964,6.5,2.6
08,093,2019-09-01,11459,231,2,2020-09-01,11365,518,4.6,2.6
12,009,2019-09-01,288086,8449,2.9,2020-09-01,286780,15827,5.5,2.6
12,081,2019-09-01,180409,5374,3,2020-09-01,173313,9698,5.6,2.6
13,009,2019-09-01,17489,649,3.7,2020-09-01,17789,1127,6.3,2.6
13,031,2019-09-01,36477,1220,3.3,2020-09-01,36576,2155,5.9,2.6
13,149,2019-09-01,5257,145,2.8,2020-09-01,5010,270,5.4,2.6
13,185,2019-09-01,51061,1599,3.1,2020-09-01,50863,2907,5.7,2.6
13,261,2019-09-01,12843,560,4.4,2020-09-01,12771,899,7,2.6
16,039,2019-09-01,11798,297,2.5,2020-09-01,12447,639,5.1,2.6
17,011,2019-09-01,17370,657,3.8,2020-09-01,17300,1101,6.4,2.6
17,047,2019-09-01,2659,98,3.7,2020-09-01,2637,166,6.3,2.6
17,087,2019-09-01,4179,212,5.1,2020-09-01,4136,317,7.7,2.6
17,103,2019-09-01,17752,597,3.4,2020-09-01,17492,1056,6,2.6
17,131,2019-09-01,8133,339,4.2,2020-09-01,7852,534,6.8,2.6
18,043,2019-09-01,41691,1137,2.7,2020-09-01,40398,2145,5.3,2.6
18,049,2019-09-01,9762,248,2.5,2020-09-01,9739,497,5.1,2.6
18,079,2019-09-01,13583,332,2.4,2020-09-01,13444,675,5,2.6
18,085,2019-09-01,42011,986,2.3,2020-09-01,41393,2044,4.9,2.6
23,009,2019-09-01,30168,619,2.1,2020-09-01,28417,1333,4.7,2.6
23,019,2019-09-01,76909,1891,2.5,2020-09-01,75578,3866,5.1,2.6
23,023,2019-09-01,19462,371,1.9,2020-09-01,19581,875,4.5,2.6
24,019,2019-09-01,15657,620,4,2020-09-01,14213,943,6.6,2.6
26,003,2019-09-01,3289,162,4.9,2020-09-01,3160,237,7.5,2.6
26,043,2019-09-01,12112,387,3.2,2020-09-01,12701,740,5.8,2.6
27,017,2019-09-01,17778,569,3.2,2020-09-01,16954,984,5.8,2.6
28,065,2019-09-01,4105,267,6.5,2020-09-01,4128,376,9.1,2.6
30,035,2019-09-01,5929,338,5.7,2020-09-01,5917,492,8.3,2.6
33,019,2019-09-01,23034,505,2.2,2020-09-01,22056,1067,4.8,2.6
34,007,2019-09-01,253913,9907,3.9,2020-09-01,245442,15981,6.5,2.6
34,037,2019-09-01,73777,2312,3.1,2020-09-01,70132,4020,5.7,2.6
36,055,2019-09-01,361831,14403,4,2020-09-01,348771,23120,6.6,2.6
36,067,2019-09-01,221432,8298,3.7,2020-09-01,213318,13337,6.3,2.6
37,043,2019-09-01,4174,167,4,2020-09-01,4243,278,6.6,2.6
37,077,2019-09-01,30080,913,3,2020-09-01,29557,1662,5.6,2.6
37,111,2019-09-01,20909,731,3.5,2020-09-01,20709,1256,6.1,2.6
37,117,2019-09-01,9038,404,4.5,2020-09-01,8891,633,7.1,2.6
37,133,2019-09-01,65232,2634,4,2020-09-01,64085,4235,6.6,2.6
37,139,2019-09-01,16695,654,3.9,2020-09-01,16722,1084,6.5,2.6
37,141,2019-09-01,29177,990,3.4,2020-09-01,27648,1652,6,2.6
37,171,2019-09-01,34171,1127,3.3,2020-09-01,33656,1983,5.9,2.6
37,173,2019-09-01,7167,230,3.2,2020-09-01,7758,453,5.8,2.6
37,179,2019-09-01,125377,3838,3.1,2020-09-01,119541,6799,5.7,2.6
39,001,2019-09-01,10592,618,5.8,2020-09-01,10834,909,8.4,2.6
39,011,2019-09-01,24703,737,3,2020-09-01,24848,1380,5.6,2.6
39,063,2019-09-01,41688,1297,3.1,2020-09-01,41630,2384,5.7,2.6
39,091,2019-09-01,22469,810,3.6,2020-09-01,22412,1392,6.2,2.6
39,145,2019-09-01,28862,1615,5.6,2020-09-01,29090,2399,8.2,2.6
39,147,2019-09-01,27089,1049,3.9,2020-09-01,27429,1779,6.5,2.6
39,173,2019-09-01,71159,2508,3.5,2020-09-01,68740,4223,6.1,2.6
42,021,2019-09-01,57805,2737,4.7,2020-09-01,55248,4060,7.3,2.6
42,097,2019-09-01,43433,2115,4.9,2020-09-01,41526,3115,7.5,2.6
42,111,2019-09-01,33414,1494,4.5,2020-09-01,32279,2292,7.1,2.6
42,123,2019-09-01,18881,772,4.1,2020-09-01,18471,1230,6.7,2.6
42,133,2019-09-01,236323,8761,3.7,2020-09-01,232522,14654,6.3,2.6
45,009,2019-09-01,4857,234,4.8,2020-09-01,4978,366,7.4,2.6
45,015,2019-09-01,104291,1854,1.8,2020-09-01,102998,4498,4.4,2.6
45,059,2019-09-01,30143,664,2.2,2020-09-01,31185,1510,4.8,2.6
46,023,2019-09-01,3758,126,3.4,2020-09-01,3847,230,6,2.6
47,125,2019-09-01,86708,3134,3.6,2020-09-01,85514,5263,6.2,2.6
48,159,2019-09-01,4657,161,3.5,2020-09-01,4554,277,6.1,2.6
48,287,2019-09-01,10137,258,2.5,2020-09-01,9911,505,5.1,2.6
50,015,2019-09-01,13765,363,2.6,2020-09-01,12908,677,5.2,2.6
50,021,2019-09-01,29988,820,2.7,2020-09-01,28420,1506,5.3,2.6
50,025,2019-09-01,21333,554,2.6,2020-09-01,20523,1064,5.2,2.6
51,093,2019-09-01,19552,493,2.5,2020-09-01,18758,950,5.1,2.6
51,101,2019-09-01,9212,238,2.6,2020-09-01,8820,461,5.2,2.6
51,147,2019-09-01,10272,350,3.4,2020-09-01,10181,608,6,2.6
51,195,2019-09-01,13498,605,4.5,2020-09-01,13130,935,7.1,2.6
51,199,2019-09-01,33040,819,2.5,2020-09-01,31732,1606,5.1,2.6
53,037,2019-09-01,23199,1013,4.4,2020-09-01,22022,1540,7,2.6
54,003,2019-09-01,58885,1934,3.3,2020-09-01,56444,3329,5.9,2.6
54,053,2019-09-01,10382,577,5.6,2020-09-01,9495,776,8.2,2.6
72,101,2019-09-01,7823,720,9.2,2020-09-01,7671,903,11.8,2.6
01,077,2019-09-01,42590,1209,2.8,2020-09-01,41653,2210,5.3,2.5
01,079,2019-09-01,14333,366,2.6,2020-09-01,14049,716,5.1,2.5
04,013,2019-09-01,2335044,89592,3.8,2020-09-01,2344757,148110,6.3,2.5
05,105,2019-09-01,4232,147,3.5,2020-09-01,4049,244,6,2.5
08,033,2019-09-01,1221,26,2.1,2020-09-01,1146,53,4.6,2.5
09,013,2019-09-01,86971,2512,2.9,2020-09-01,85534,4605,5.4,2.5
12,061,2019-09-01,64959,2465,3.8,2020-09-01,63603,3994,6.3,2.5
12,123,2019-09-01,8373,279,3.3,2020-09-01,8241,477,5.8,2.5
13,163,2019-09-01,6562,276,4.2,2020-09-01,6361,425,6.7,2.5
13,189,2019-09-01,8825,428,4.8,2020-09-01,8316,603,7.3,2.5
13,205,2019-09-01,8489,354,4.2,2020-09-01,8026,536,6.7,2.5
16,021,2019-09-01,5386,167,3.1,2020-09-01,5682,316,5.6,2.5
16,075,2019-09-01,11882,341,2.9,2020-09-01,12372,667,5.4,2.5
16,087,2019-09-01,4692,149,3.2,2020-09-01,4921,282,5.7,2.5
17,073,2019-09-01,25224,1087,4.3,2020-09-01,24314,1661,6.8,2.5
17,125,2019-09-01,6387,292,4.6,2020-09-01,6270,446,7.1,2.5
17,193,2019-09-01,6642,231,3.5,2020-09-01,6506,388,6,2.5
18,039,2019-09-01,111450,3092,2.8,2020-09-01,105634,5617,5.3,2.5
18,071,2019-09-01,22821,511,2.2,2020-09-01,23077,1075,4.7,2.5
18,145,2019-09-01,23208,576,2.5,2020-09-01,23036,1160,5,2.5
18,149,2019-09-01,9863,354,3.6,2020-09-01,9751,597,6.1,2.5
19,061,2019-09-01,57141,1226,2.1,2020-09-01,52604,2418,4.6,2.5
20,059,2019-09-01,14032,379,2.7,2020-09-01,14153,735,5.2,2.5
20,099,2019-09-01,9888,318,3.2,2020-09-01,9665,550,5.7,2.5
20,155,2019-09-01,30012,797,2.7,2020-09-01,30298,1577,5.2,2.5
20,169,2019-09-01,29890,772,2.6,2020-09-01,29332,1503,5.1,2.5
22,097,2019-09-01,32079,2066,6.4,2020-09-01,32365,2881,8.9,2.5
24,011,2019-09-01,18048,543,3,2020-09-01,16418,907,5.5,2.5
26,063,2019-09-01,15509,472,3,2020-09-01,16125,886,5.5,2.5
27,025,2019-09-01,30062,789,2.6,2020-09-01,29214,1504,5.1,2.5
27,059,2019-09-01,21346,605,2.8,2020-09-01,20694,1093,5.3,2.5
27,115,2019-09-01,14979,493,3.3,2020-09-01,14705,858,5.8,2.5
27,163,2019-09-01,144850,3573,2.5,2020-09-01,140320,6948,5,2.5
29,095,2019-09-01,363860,10914,3,2020-09-01,356683,19597,5.5,2.5
37,079,2019-09-01,9494,314,3.3,2020-09-01,9590,556,5.8,2.5
37,113,2019-09-01,15905,518,3.3,2020-09-01,15849,927,5.8,2.5
37,199,2019-09-01,8586,279,3.2,2020-09-01,8251,473,5.7,2.5
39,021,2019-09-01,19864,708,3.6,2020-09-01,19803,1213,6.1,2.5
39,051,2019-09-01,22275,788,3.5,2020-09-01,21676,1300,6,2.5
39,057,2019-09-01,83272,3061,3.7,2020-09-01,82064,5091,6.2,2.5
39,097,2019-09-01,20724,678,3.3,2020-09-01,20191,1164,5.8,2.5
39,115,2019-09-01,6599,340,5.2,2020-09-01,6652,511,7.7,2.5
39,135,2019-09-01,21030,747,3.6,2020-09-01,20911,1276,6.1,2.5
39,143,2019-09-01,30223,1170,3.9,2020-09-01,30126,1941,6.4,2.5
40,067,2019-09-01,2521,80,3.2,2020-09-01,2581,146,5.7,2.5
40,069,2019-09-01,3694,165,4.5,2020-09-01,3344,233,7,2.5
40,137,2019-09-01,18403,827,4.5,2020-09-01,19224,1351,7,2.5
40,143,2019-09-01,324296,9739,3,2020-09-01,326684,18071,5.5,2.5
41,035,2019-09-01,29479,1422,4.8,2020-09-01,28406,2079,7.3,2.5
41,061,2019-09-01,11804,411,3.5,2020-09-01,11540,692,6,2.5
42,025,2019-09-01,32188,1644,5.1,2020-09-01,31149,2379,7.6,2.5
42,063,2019-09-01,39735,1715,4.3,2020-09-01,38631,2641,6.8,2.5
42,071,2019-09-01,287049,9448,3.3,2020-09-01,289974,16852,5.8,2.5
42,105,2019-09-01,7248,346,4.8,2020-09-01,7050,518,7.3,2.5
45,027,2019-09-01,12553,354,2.8,2020-09-01,12708,669,5.3,2.5
45,041,2019-09-01,66789,1392,2.1,2020-09-01,68731,3174,4.6,2.5
46,097,2019-09-01,1168,36,3.1,2020-09-01,1195,67,5.6,2.5
47,061,2019-09-01,5019,191,3.8,2020-09-01,4978,315,6.3,2.5
47,065,2019-09-01,185618,5702,3.1,2020-09-01,187375,10439,5.6,2.5
47,097,2019-09-01,9802,493,5,2020-09-01,9742,733,7.5,2.5
48,035,2019-09-01,8359,283,3.4,2020-09-01,8248,484,5.9,2.5
48,151,2019-09-01,1627,52,3.2,2020-09-01,1566,90,5.7,2.5
48,243,2019-09-01,1017,31,3,2020-09-01,954,52,5.5,2.5
48,259,2019-09-01,22236,596,2.7,2020-09-01,21862,1141,5.2,2.5
48,281,2019-09-01,9235,287,3.1,2020-09-01,9152,512,5.6,2.5
48,295,2019-09-01,1625,40,2.5,2020-09-01,1545,78,5,2.5
48,399,2019-09-01,4632,125,2.7,2020-09-01,4478,232,5.2,2.5
49,045,2019-09-01,34088,831,2.4,2020-09-01,34771,1712,4.9,2.5
51,009,2019-09-01,15185,453,3,2020-09-01,14102,773,5.5,2.5
51,011,2019-09-01,7228,232,3.2,2020-09-01,6711,380,5.7,2.5
51,111,2019-09-01,5279,163,3.1,2020-09-01,5012,281,5.6,2.5
51,119,2019-09-01,5306,126,2.4,2020-09-01,5176,252,4.9,2.5
51,171,2019-09-01,22473,526,2.3,2020-09-01,21682,1048,4.8,2.5
51,175,2019-09-01,9129,241,2.6,2020-09-01,8724,449,5.1,2.5
51,193,2019-09-01,9488,283,3,2020-09-01,9081,497,5.5,2.5
51,660,2019-09-01,25475,751,2.9,2020-09-01,24060,1300,5.4,2.5
54,091,2019-09-01,7967,341,4.3,2020-09-01,7512,511,6.8,2.5
55,081,2019-09-01,23190,544,2.3,2020-09-01,23638,1134,4.8,2.5
72,039,2019-09-01,3630,404,11.1,2020-09-01,3641,496,13.6,2.5
01,109,2019-09-01,15557,444,2.9,2020-09-01,16611,882,5.3,2.4
02,068,2019-09-01,1449,59,4.1,2020-09-01,1112,72,6.5,2.4
05,009,2019-09-01,16078,490,3,2020-09-01,15768,852,5.4,2.4
05,057,2019-09-01,9964,349,3.5,2020-09-01,9572,560,5.9,2.4
08,081,2019-09-01,7396,181,2.4,2020-09-01,6989,338,4.8,2.4
12,015,2019-09-01,71697,2514,3.5,2020-09-01,72177,4283,5.9,2.4
12,017,2019-09-01,47643,2101,4.4,2020-09-01,45435,3080,6.8,2.4
12,033,2019-09-01,147795,4342,2.9,2020-09-01,143418,7647,5.3,2.4
13,069,2019-09-01,18868,589,3.1,2020-09-01,18518,1013,5.5,2.4
13,179,2019-09-01,26107,924,3.5,2020-09-01,25720,1523,5.9,2.4
13,223,2019-09-01,86163,2226,2.6,2020-09-01,82102,4122,5,2.4
16,063,2019-09-01,2759,68,2.5,2020-09-01,2901,142,4.9,2.4
17,039,2019-09-01,7488,277,3.7,2020-09-01,7306,445,6.1,2.4
17,061,2019-09-01,6040,228,3.8,2020-09-01,6051,378,6.2,2.4
17,101,2019-09-01,5885,275,4.7,2020-09-01,5760,408,7.1,2.4
17,105,2019-09-01,16789,587,3.5,2020-09-01,16593,971,5.9,2.4
17,107,2019-09-01,12781,512,4,2020-09-01,12571,801,6.4,2.4
17,117,2019-09-01,23157,859,3.7,2020-09-01,22557,1370,6.1,2.4
17,129,2019-09-01,6494,198,3,2020-09-01,6343,343,5.4,2.4
18,021,2019-09-01,12043,358,3,2020-09-01,11659,630,5.4,2.4
18,093,2019-09-01,21311,646,3,2020-09-01,21302,1153,5.4,2.4
19,101,2019-09-01,10358,246,2.4,2020-09-01,10004,484,4.8,2.4
19,175,2019-09-01,6395,169,2.6,2020-09-01,5932,299,5,2.4
21,193,2019-09-01,8296,488,5.9,2020-09-01,7384,612,8.3,2.4
22,011,2019-09-01,14699,761,5.2,2020-09-01,14526,1101,7.6,2.4
22,121,2019-09-01,13563,630,4.6,2020-09-01,13656,962,7,2.4
23,011,2019-09-01,61705,1436,2.3,2020-09-01,63431,3001,4.7,2.4
24,045,2019-09-01,52541,2084,4,2020-09-01,47958,3064,6.4,2.4
27,031,2019-09-01,3349,77,2.3,2020-09-01,3001,142,4.7,2.4
27,109,2019-09-01,89276,1900,2.1,2020-09-01,87149,3905,4.5,2.4
28,133,2019-09-01,7692,653,8.5,2020-09-01,7825,852,10.9,2.4
28,163,2019-09-01,9388,583,6.2,2020-09-01,9659,831,8.6,2.4
29,155,2019-09-01,6301,245,3.9,2020-09-01,6409,401,6.3,2.4
29,189,2019-09-01,534934,13450,2.5,2020-09-01,513734,25241,4.9,2.4
30,093,2019-09-01,17009,544,3.2,2020-09-01,16922,945,5.6,2.4
30,101,2019-09-01,2112,47,2.2,2020-09-01,2047,94,4.6,2.4
33,009,2019-09-01,49738,1041,2.1,2020-09-01,47634,2126,4.5,2.4
34,027,2019-09-01,256177,6987,2.7,2020-09-01,242787,12297,5.1,2.4
34,029,2019-09-01,275085,9303,3.4,2020-09-01,262406,15249,5.8,2.4
35,059,2019-09-01,1861,60,3.2,2020-09-01,1612,91,5.6,2.4
36,063,2019-09-01,98734,4153,4.2,2020-09-01,96581,6356,6.6,2.4
37,017,2019-09-01,14591,633,4.3,2020-09-01,15378,1028,6.7,2.4
37,099,2019-09-01,20530,691,3.4,2020-09-01,21202,1237,5.8,2.4
37,131,2019-09-01,7695,369,4.8,2020-09-01,7602,546,7.2,2.4
39,009,2019-09-01,28992,1415,4.9,2020-09-01,26940,1963,7.3,2.4
39,031,2019-09-01,14351,783,5.5,2020-09-01,14156,1118,7.9,2.4
39,053,2019-09-01,11746,591,5,2020-09-01,12434,916,7.4,2.4
39,065,2019-09-01,13639,579,4.2,2020-09-01,14061,933,6.6,2.4
39,069,2019-09-01,13176,487,3.7,2020-09-01,12689,774,6.1,2.4
40,033,2019-09-01,2707,82,3,2020-09-01,2789,151,5.4,2.4
40,099,2019-09-01,6364,180,2.8,2020-09-01,6532,342,5.2,2.4
41,021,2019-09-01,912,30,3.3,2020-09-01,1012,58,5.7,2.4
42,013,2019-09-01,59563,2521,4.2,2020-09-01,57629,3828,6.6,2.4
42,083,2019-09-01,17342,845,4.9,2020-09-01,16746,1216,7.3,2.4
42,107,2019-09-01,66587,3365,5.1,2020-09-01,65258,4923,7.5,2.4
45,011,2019-09-01,8122,277,3.4,2020-09-01,8049,465,5.8,2.4
47,169,2019-09-01,5525,153,2.8,2020-09-01,5344,277,5.2,2.4
47,175,2019-09-01,2086,83,4,2020-09-01,2057,131,6.4,2.4
48,053,2019-09-01,23598,634,2.7,2020-09-01,23324,1190,5.1,2.4
